,transcript_position,gene_ENSEMBL,gene_position,C001_L-92,C001_L-44,C001_L-3,C001_R+1,C002_L-92,C002_L-44,C002_L-3,C002_R+1,C003_L-92,C003_L-44,C003_L-3,C003_R+1,C004_L-92,C004_L-44,C004_L-3,C004_R+1,I4-FP1_methylKit p-value,I4-FP1_methylKit q-value,"I4-FP1_methylKit methylation difference, %"
ENST00000306077.5,1593,ENSG00000170876.8,1630,,,,,,,,,,,,,,,0.08188458,0.06309803,1.0,1.0,2.31171839679705
ENST00000306077.5,1626,ENSG00000170876.8,1663,,,,,,,,,,,0.99253494,,,,0.9959465,0.99726534,1.0,1.0,1.50456321080874
ENST00000306077.5,1667,ENSG00000170876.8,1704,,,,,,,,,,,0.1258671,,,,0.022725582,0.07868165,1.0,1.0,1.58853684328815
ENST00000306077.5,1676,ENSG00000170876.8,1713,,,,,,,,,,,0.23281464,,,,0.20228282,0.5314919,1.0,1.0,3.6646403313869
ENST00000306077.5,1836,ENSG00000170876.8,1873,,,,,,,,,,,0.5372232,,,,0.8256513,0.6859299,1.0,1.0,1.50988935518274
ENST00000306077.5,1851,ENSG00000170876.8,1888,,,,,,,,,,,0.99705946,,,,0.99762744,0.9986676,1.0,1.0,1.50199151556066
ENST00000306077.5,1876,ENSG00000170876.8,1913,,,,,,,,,,,0.07836838,,,,0.041795813,0.07970023,1.0,1.0,1.98978317942017
ENST00000306077.5,1895,ENSG00000170876.8,1932,,,,,,,,,,,0.37081352,,,,0.5994942,0.49312252,1.0,1.0,1.5246375242691
ENST00000306077.5,1923,ENSG00000170876.8,1960,,,,,,,,,,,0.008894647,,,,0.037400354,0.013513493,1.0,1.0,0.875698847052622
ENST00000306077.5,1954,ENSG00000170876.8,1991,,,,,,,,,,,0.9631218,,,,0.9920387,0.9864937,1.0,1.0,1.51367680556148
ENST00000306077.5,2109,ENSG00000170876.8,2146,,,,,,,,,,,0.006310499,,,,0.010656035,0.009601665,1.0,1.0,1.69775364844699
ENST00000306077.5,2114,ENSG00000170876.8,2151,,,,,,,,,,,0.0033751964,,,,0.012239313,0.019020248,1.0,1.0,3.65434113479095
ENST00000306077.5,2123,ENSG00000170876.8,2160,,,,,,,,,,,0.02287954,,,,0.048059702,0.069353804,1.0,1.0,2.93295228612676
ENST00000306077.5,2139,ENSG00000170876.8,2176,,,,,,,,,,,0.97075367,,,,0.9548584,0.96414816,1.0,1.0,1.5020909585387
ENST00000306077.5,2152,ENSG00000170876.8,2189,,,,,,,,,,,0.00663749,,,,0.08075656,0.009677386,1.0,1.0,0.332198336156752
ENST00000306077.5,2282,ENSG00000170876.8,2319,,,,,,,0.00071086886,,,,0.0005133748,,,,0.000768888,0.0040608523,1.0,1.0,6.11226902090351
ENST00000306077.5,2364,ENSG00000170876.8,2401,,,,,,,0.07031919,,,,0.2678244,,,,0.17583652,0.10441452,1.0,1.0,0.60944685194141
ENST00000306077.5,2482,ENSG00000170876.8,2519,,,,,,,0.84300804,,,,0.79151386,,,,0.78530383,0.8834301,1.0,1.0,1.09524015186002
ENST00000306077.5,2711,ENSG00000170876.8,2748,,,0.0003523946,,,,0.00072962046,,,,0.00042630435,,,,0.00088295934,0.00041447877,1.0,1.0,0.51998802314452
ENST00000306077.5,2762,ENSG00000170876.8,2799,,,0.01798432,,,,0.010493195,,,,0.0056099417,,,,0.021272982,0.01729926,1.0,1.0,0.93745247000725
ENST00000306077.5,2831,ENSG00000170876.8,2868,,,0.66180533,,,,0.52125424,,,,0.56720006,,,,0.6955185,0.73972553,1.0,1.0,0.907349919757439
ENST00000306077.5,2840,ENSG00000170876.8,2877,,,0.0003271699,,,,0.0016153812,,,,0.0035843253,,,,0.004410851,0.0011626959,1.0,1.0,0.350994504035198
ENST00000306077.5,2910,ENSG00000170876.8,2947,,,0.03332279,,,,0.15580124,,,,0.030640364,,,,0.02888738,0.016723419,1.0,1.0,0.201769149654247
ENST00000306077.5,2929,ENSG00000170876.8,2966,,,0.1631762,,,,0.43911973,,,,0.35926417,,,,0.42085657,0.41040635,1.0,1.0,0.890628040531368
ENST00000306077.5,2964,ENSG00000170876.8,3001,,,0.47019115,,,,0.28428182,,,,0.19313528,,,,0.36530524,0.3610621,1.0,1.0,0.825024884160493
ENST00000306077.5,3001,ENSG00000170876.8,3038,,,0.036786973,,,,0.16360044,,,,0.07195582,,,,0.060409557,0.21345003,1.0,1.0,1.92440186602191
ENST00000306077.5,3025,ENSG00000170876.8,3062,,,0.03526076,,,,0.02623322,,,,0.031902064,,,,0.05312773,0.038457155,1.0,1.0,0.787390754759019
ENST00000306077.5,3048,ENSG00000170876.8,3085,,,0.4313059,,,,0.17156763,,,,0.0846746,,,,0.31461412,0.2481291,1.0,1.0,0.742781221304234
ENST00000306077.5,3101,ENSG00000170876.8,3138,,,0.17993268,,,,0.16799274,,,,0.20296487,,,,0.14800563,0.34455112,1.0,1.0,1.47898038952638
ENST00000306077.5,3168,ENSG00000170876.8,3205,,,0.0037350417,,,,0.0064172507,,,,0.0037608147,,,,0.010121417,0.0074207066,1.0,1.0,0.926255902025536
ENST00000306077.5,455,ENSG00000170876.8,492,,,,,,,,,,,,,,,0.027921867,,1.0,1.0,0.0
ENST00000306077.5,483,ENSG00000170876.8,520,,,,,,,,,,,,,,,0.07196413,,1.0,1.0,0.0
ENST00000306077.5,520,ENSG00000170876.8,557,,,,,,,,,,,,,,,0.2734398,,1.0,1.0,0.0
ENST00000306077.5,620,ENSG00000170876.8,657,,,,,,,,,,,,,,,0.06275342,0.06377332,1.0,1.0,3.04875750198156
ENST00000306077.5,647,ENSG00000170876.8,684,,,,,,,,,,,,,,,0.006670594,0.13949476,1.0,1.0,62.735684408315
ENST00000306077.5,779,ENSG00000170876.8,816,,,,,,,,,,,,,,,0.3609286,0.12202598,1.0,1.0,1.01426692149084
ENST00000306077.5,791,ENSG00000170876.8,828,,,,,,,,,,,0.017785585,,,,0.10526393,0.021096373,1.0,1.0,0.514338630266035
ENST00000306077.5,809,ENSG00000170876.8,846,,,,,,,,,,,0.09696134,,,,0.1781272,0.4445881,1.0,1.0,4.84849096221892
ENST00000306077.5,854,ENSG00000170876.8,891,,,,,,,,,,,0.07985755,,,,0.16449754,0.07722578,1.0,1.0,0.948117512100934
ENST00000306077.5,882,ENSG00000170876.8,919,,,,,,,,,,,0.49455315,,,,0.5078662,,1.0,1.0,0.0
ENST00000306077.5,896,ENSG00000170876.8,933,,,,,,,,,,,0.030719042,,,,0.17378666,0.31541672,1.0,1.0,4.62701113341084
ENST00000306077.5,902,ENSG00000170876.8,939,,,,,,,,,,,,,,,0.43736,0.3795219,1.0,1.0,2.60326893177245
ENST00000306077.5,950,ENSG00000170876.8,987,,,,,,,,,,,,,,,0.19854037,0.038837362,1.0,1.0,0.586843300433055
ENST00000306384.5,124,ENSG00000168899.5,124,0.04748962,,,,,,,,,,0.00480901,,,0.015043783,0.009662652,0.011140394,1.0,1.0,0.434012775653133
ENST00000306384.5,167,ENSG00000168899.5,167,0.6367522,,,,,,0.74139166,,,,0.7764157,,,0.8149506,0.69439304,0.69188005,1.0,1.0,0.566510640892477
ENST00000306384.5,184,ENSG00000168899.5,184,,,,,,,0.14840448,,,,0.19553299,,,0.066866994,0.29127234,0.054037392,1.0,1.0,0.230903763058948
ENST00000306384.5,219,ENSG00000168899.5,219,0.2759659,,,,,,0.18698439,,,,0.14030758,,,0.19906443,0.4784499,0.35400516,1.0,1.0,0.829199353327625
ENST00000306384.5,229,ENSG00000168899.5,229,0.25054178,,,,,,0.39778376,,,,0.22661848,,,0.3713593,0.34104693,0.42356023,1.0,1.0,0.800504293239629
ENST00000306384.5,256,ENSG00000168899.5,256,0.13149235,,,,,,0.23286283,,,,0.2612656,,0.1796807,0.2981168,0.19992706,0.18181005,1.0,1.0,0.41848475094099
ENST00000306384.5,352,ENSG00000168899.5,352,0.25048137,,,,,,0.20425853,,,,0.17833935,,0.2250559,0.18446162,0.056575358,0.2949893,1.0,1.0,0.805122216490555
ENST00000306384.5,372,ENSG00000168899.5,372,0.33708936,,,,,,0.3907837,,,,0.06580192,,,0.18701947,0.6854479,0.62197334,1.0,1.0,1.11990432270087
ENST00000306384.5,406,ENSG00000168899.5,406,0.57329094,0.76716787,,,,,0.4948596,,,,0.8060154,,,0.6952289,0.8470486,0.76297206,1.0,1.0,0.547114923063921
ENST00000306384.5,410,ENSG00000168899.5,410,0.37429085,0.15173501,,,,,0.17527302,,,,0.12591584,,0.14059195,0.20752797,0.21929896,0.20477763,1.0,1.0,0.440497697746562
ENST00000306384.5,471,ENSG00000168899.5,471,0.9423782,0.9674996,,,,,0.8789052,,,,0.8841357,,,0.84747934,0.9511076,0.9392955,1.0,1.0,0.515011166103814
ENST00000306384.5,494,ENSG00000168899.5,494,0.057952106,,,,,,0.23384199,,,,0.095847584,,,0.19425824,0.07223463,0.27364388,1.0,1.0,1.25498896213324
ENST00000306384.5,562,ENSG00000168899.5,562,,,,,,,0.1654422,,,,0.38408604,,,0.41423398,,0.36480054,1.0,1.0,1.13555148488804
ENST00000306384.5,629,ENSG00000168899.5,629,0.04629729,,,,,,0.12518847,,,,0.20733766,,,0.2020298,0.2205014,0.18323296,1.0,1.0,0.685962077563114
ENST00000306390.7,1068,ENSG00000171236.10,1068,,,,0.46323544,,,,0.55234855,,,0.5977378,,,,0.5906437,0.6866252,1.0,1.0,4.29712812762568
ENST00000306390.7,1105,ENSG00000171236.10,1105,,,,0.32237226,,,,0.12175983,,,0.10200675,,,,0.17651609,0.14410546,1.0,1.0,6.33597104639605
ENST00000306390.7,1122,ENSG00000171236.10,1122,,,,0.0007558465,,,,0.00084475277,,,0.0013484597,,,,0.0010128617,0.00086901186,1.0,1.0,3.13757940363391
ENST00000306390.7,1221,ENSG00000171236.10,1221,,,,0.15913619,,,,0.11360155,,,0.0996544,,,,0.07494165,0.065005936,1.0,1.0,5.80328723358861
ENST00000306390.7,1234,ENSG00000171236.10,1234,,,,0.014666975,,,0.0155038,0.0066631557,,,0.0060734274,,,,0.016150748,0.030495346,1.0,1.0,4.12098524905208
ENST00000306390.7,1244,ENSG00000171236.10,1244,,,,0.0040847063,,,0.0020310997,0.0020054937,,,0.00054280757,,,,0.027093744,0.007741797,1.0,1.0,1.39869484855246
ENST00000306390.7,1342,ENSG00000171236.10,1342,,,,0.18020569,0.30220297,,0.42176682,0.3990093,,,0.48389465,,,,0.39833334,0.2696988,1.0,1.0,1.58557146679657
ENST00000306390.7,1411,ENSG00000171236.10,1411,,,,0.8239132,0.72302663,,0.6966693,0.9042004,,,0.83078957,,,,0.7357287,0.6599293,1.0,1.0,2.39906725378239
ENST00000306390.7,1444,ENSG00000171236.10,1444,,,,0.0013829947,0.0030630946,,0.0030020713,0.0019135475,0.0046150326,,0.0022637963,,0.0022729635,,0.014470661,0.005919325,1.0,1.0,0.931283890453284
ENST00000306390.7,1472,ENSG00000171236.10,1472,,,,0.38588047,0.11892865,,0.31625566,0.21781977,0.2331912,,0.13527429,,0.13134454,,0.21389227,0.15307751,1.0,1.0,1.97611603289553
ENST00000306390.7,147,ENSG00000171236.10,147,,,,0.6915881,,,,,,,,,,,,0.81380045,1.0,1.0,
ENST00000306390.7,1498,ENSG00000171236.10,1498,,,,0.4048577,0.16163112,,0.27428594,0.40784317,0.4240964,,0.18258442,,0.12212022,,0.4919055,0.2786009,1.0,1.0,1.97625176292309
ENST00000306390.7,1528,ENSG00000171236.10,1528,,,,0.27576268,0.176117,,0.22956641,0.23682666,0.23268771,,0.24784184,,0.23553352,,0.54859006,0.22902712,1.0,1.0,1.33197671650049
ENST00000306390.7,1609,ENSG00000171236.10,1609,,,,0.6826997,0.80491906,,0.6110635,0.8615073,0.7788521,,0.73399097,,0.62684697,,0.72124785,0.8187314,1.0,1.0,1.6574578093918
ENST00000306390.7,1681,ENSG00000171236.10,1681,,,,0.26820344,0.21234563,,0.19000143,0.31115937,0.15444401,,0.26655334,,0.21355042,,0.3470444,0.23073089,1.0,1.0,1.75606056054932
ENST00000306390.7,168,ENSG00000171236.10,168,,,,,,,,0.5176624,,,,,,,,0.25891918,1.0,1.0,
ENST00000306390.7,1756,ENSG00000171236.10,1756,,,,0.16540164,0.36170116,,0.42712098,0.25299615,0.13231654,,0.26363292,,,,0.31068698,0.4400498,1.0,1.0,1.72210906035257
ENST00000306390.7,1776,ENSG00000171236.10,1776,,,,0.0019876242,0.0022629022,,0.0044276477,0.0018851996,0.0024852634,,0.013349879,,,,0.00376724,0.0034310818,1.0,1.0,0.83336907994853
ENST00000306390.7,1786,ENSG00000171236.10,1786,,,,,,,,,,,,,,,,0.1937417,1.0,1.0,
ENST00000306390.7,263,ENSG00000171236.10,263,,,,,,,,,,,,,,,,0.6313356,1.0,1.0,
ENST00000306390.7,392,ENSG00000171236.10,392,,,,0.0002202034,,,,0.005196035,,,,,,,,0.00038520098,1.0,1.0,
ENST00000306390.7,407,ENSG00000171236.10,407,,,,0.041008733,,,,,,,,,,,,0.1555725,1.0,1.0,
ENST00000306390.7,40,ENSG00000171236.10,40,,,,0.105319336,,,,,,,,,,,,0.26209116,1.0,1.0,
ENST00000306390.7,450,ENSG00000171236.10,450,,,,,,,,,,,,,,,,0.9562303,1.0,1.0,
ENST00000306390.7,471,ENSG00000171236.10,471,,,,0.002789998,,,,0.040765774,,,,,,,,0.013116157,1.0,1.0,
ENST00000306390.7,531,ENSG00000171236.10,531,,,,,,,,,,,,,,,,0.99616206,1.0,1.0,
ENST00000306390.7,543,ENSG00000171236.10,543,,,,0.31476307,,,,0.36879313,,,,,,,,0.41927204,1.0,1.0,
ENST00000306390.7,556,ENSG00000171236.10,556,,,,0.4962747,,,,0.047629975,,,,,,,,0.24424593,1.0,1.0,
ENST00000306390.7,603,ENSG00000171236.10,603,,,,0.49613485,,,,0.123050965,,,0.45349517,,,,,0.38486663,1.0,1.0,6.64209353100717
ENST00000306390.7,615,ENSG00000171236.10,615,,,,0.12693623,,,,0.56190044,,,0.03219192,,,,,0.15630332,1.0,1.0,78.7595138780165
ENST00000306390.7,626,ENSG00000171236.10,626,,,,0.14188907,,,,0.35365796,,,0.5963062,,,,,0.13189235,1.0,1.0,3.15663016752131
ENST00000306390.7,639,ENSG00000171236.10,639,,,,,,,,,,,0.32888573,,,,,0.5652519,1.0,1.0,5.15606347529885
ENST00000306390.7,732,ENSG00000171236.10,732,,,,,,,,,,,,,,,,0.7095275,1.0,1.0,
ENST00000306390.7,810,ENSG00000171236.10,810,,,,,,,,,,,,,,,,0.9770382,1.0,1.0,
ENST00000306390.7,819,ENSG00000171236.10,819,,,,,,,,,,,,,,,,0.96250516,1.0,1.0,
ENST00000306390.7,831,ENSG00000171236.10,831,,,,0.70255834,,,,0.43817145,,,0.18824841,,,,,0.63122344,1.0,1.0,28.2385369948144
ENST00000306390.7,86,ENSG00000171236.10,86,,,,0.8912406,,,,,,,,,,,,0.8054881,1.0,1.0,
ENST00000306390.7,882,ENSG00000171236.10,882,,,,0.70519525,,,,0.40325564,,,0.6848678,,,,0.74597955,0.58257973,1.0,1.0,3.54551578126066
ENST00000306390.7,888,ENSG00000171236.10,888,,,,0.9991754,,,,,,,,,,,,0.99185956,1.0,1.0,
ENST00000306390.7,933,ENSG00000171236.10,933,,,,0.23050681,,,,,,,,,,,,0.26784977,1.0,1.0,
ENST00000306390.7,939,ENSG00000171236.10,939,,,,0.49683914,,,,0.36223924,,,0.36418694,,,,0.35701025,0.35663527,1.0,1.0,5.05706483687214
ENST00000306390.7,978,ENSG00000171236.10,978,,,,0.8181111,,,,0.8391539,,,0.61894596,,,,0.7988168,0.714117,1.0,1.0,5.01786772844844
ENST00000306390.7,999,ENSG00000171236.10,999,,,,0.15616359,,,,0.16449535,,,0.060081184,,,,0.38389626,0.54883575,1.0,1.0,5.87526259554753
ENST00000306434.8,1239,ENSG00000168906.13,1239,,,,,,,,,,,0.60494673,,,,,0.7118578,1.0,1.0,3.53018421969154
ENST00000306434.8,1267,ENSG00000168906.13,1267,,,,,,,,,,,0.04581691,,,,,0.048268758,1.0,1.0,3.16054212298472
ENST00000306434.8,128,ENSG00000168906.13,128,,,,,,,,,,,0.09126736,,,,,,1.0,1.0,0.0
ENST00000306434.8,1331,ENSG00000168906.13,1331,,,,,,,,,,,0.17922327,,,,,0.04826709,1.0,1.0,0.807937886637153
ENST00000306434.8,1419,ENSG00000168906.13,1419,,,,,,,,,,,0.4938435,,,,,0.33002383,1.0,1.0,2.00482843248924
ENST00000306434.8,1445,ENSG00000168906.13,1445,,,,,,,,,,,0.006454849,,,,,0.036454093,1.0,1.0,16.9426548940184
ENST00000306434.8,1470,ENSG00000168906.13,1470,,,,,,,,,,,0.24917424,,,,,0.56759065,1.0,1.0,6.83365965117421
ENST00000306434.8,1553,ENSG00000168906.13,1553,,,,0.07900041,,,,,,,0.15861341,,,,0.15983333,0.24311891,1.0,1.0,3.03459837585399
ENST00000306434.8,1564,ENSG00000168906.13,1564,,,,0.0023312331,,,,,,,0.0016218424,,,,0.0034258007,0.002349055,1.0,1.0,2.78166740829992
ENST00000306434.8,1597,ENSG00000168906.13,1597,,,,0.14658841,,,,,,,0.4229044,,,,0.20128083,0.242804,1.0,1.0,1.87152334572223
ENST00000306434.8,1643,ENSG00000168906.13,1643,,,,,,,,,,,,,,,,0.3740735,1.0,1.0,
ENST00000306434.8,1806,ENSG00000168906.13,1806,,,,0.17143293,,,,,,,0.07615294,,,,0.32703793,0.13836995,1.0,1.0,2.30513314946838
ENST00000306434.8,1905,ENSG00000168906.13,1905,,,,0.083996594,,,,,,,0.23619798,,,,0.09687345,0.16357957,1.0,1.0,2.22993756024045
ENST00000306434.8,1931,ENSG00000168906.13,1931,,,,0.039495252,,,,,,,0.0076806187,,,,0.1847389,0.0551162,1.0,1.0,1.47508089573035
ENST00000306434.8,1971,ENSG00000168906.13,1971,,,,0.01839999,,,,,,,0.07743243,,,,0.039242543,0.0411777,1.0,1.0,1.53188867676018
ENST00000306434.8,2046,ENSG00000168906.13,2046,,,,0.0029663085,,,,,,,0.0069247247,,,,0.0030985593,0.009308946,1.0,1.0,3.67402175773928
ENST00000306434.8,2079,ENSG00000168906.13,2079,,,,0.011778617,,,,,,,0.013345969,,,,0.03508978,0.011996579,1.0,1.0,1.47258150173335
ENST00000306434.8,2106,ENSG00000168906.13,2106,,,,0.009259785,,,,,,,0.037830055,,,,0.012858343,0.031301044,1.0,1.0,2.40059839729004
ENST00000306434.8,2195,ENSG00000168906.13,2195,,,,0.039542057,,,0.021322321,,,,0.10334717,,,,0.042005338,0.101468846,1.0,1.0,2.5380719544641
ENST00000306434.8,223,ENSG00000168906.13,223,,,,,,,,,,,0.43548074,,,,,,1.0,1.0,0.0
ENST00000306434.8,2245,ENSG00000168906.13,2245,,,,0.50037515,,,0.47389847,,,,0.34876817,,,,0.41067195,0.46095604,1.0,1.0,2.33836319838171
ENST00000306434.8,2263,ENSG00000168906.13,2263,,,0.030355621,0.04329095,,,0.0480116,,,,0.030979479,,,,0.03688823,0.030446624,1.0,1.0,1.51272149547307
ENST00000306434.8,2282,ENSG00000168906.13,2282,,,,0.06699803,,,0.016145766,,,,0.023324644,,,,0.11756785,0.10811599,1.0,1.0,3.34531253721226
ENST00000306434.8,2305,ENSG00000168906.13,2305,,,0.17671886,0.29276076,,,0.2369874,,,,0.26377377,,,,0.15842171,0.18352225,1.0,1.0,1.70935046743651
ENST00000306434.8,2328,ENSG00000168906.13,2328,,,0.012503421,0.0037898184,,,0.0021702289,,,,0.0038774014,,,,0.0027102113,0.006134248,1.0,1.0,1.40030250131993
ENST00000306434.8,2509,ENSG00000168906.13,2509,,,0.001818502,0.0012291074,,,0.0027701855,,,,0.0054725767,,,,0.0023038269,0.036465466,1.0,1.0,9.14540129833738
ENST00000306434.8,2558,ENSG00000168906.13,2558,,,,0.005136633,,,0.004110849,,,,0.022849094,,,,0.01802144,0.008097398,1.0,1.0,0.882633888780164
ENST00000306434.8,2570,ENSG00000168906.13,2570,,,,0.11718192,,,0.042151652,,,,0.21339326,,,,0.45953783,0.35853472,1.0,1.0,1.99578291598596
ENST00000306434.8,2596,ENSG00000168906.13,2596,,,,0.0040640472,,,0.00885247,,,,0.0038395405,,,,0.010659563,0.009793067,1.0,1.0,1.78023731891129
ENST00000306434.8,2642,ENSG00000168906.13,2642,,,0.079105236,0.17386751,,,0.16527453,,,,0.27353007,,,,0.3517016,0.15577093,1.0,1.0,1.13719217464384
ENST00000306434.8,2694,ENSG00000168906.13,2694,,,,0.5731107,,,,,,,0.47594255,,,,0.4612705,0.3828739,1.0,1.0,3.06008735153655
ENST00000306434.8,291,ENSG00000168906.13,291,,,,,,,,,,,0.19626257,,,,,0.51343316,1.0,1.0,7.84815708874086
ENST00000306434.8,303,ENSG00000168906.13,303,,,,,,,,,,,0.24023971,,,,,0.26790863,1.0,1.0,3.34551640109788
ENST00000306434.8,352,ENSG00000168906.13,352,,,,,,,,,,,0.09441747,,,,,,1.0,1.0,0.0
ENST00000306434.8,383,ENSG00000168906.13,383,,,,,,,,,,,0.05559963,,,,,0.057990503,1.0,1.0,3.12900479733408
ENST00000306434.8,418,ENSG00000168906.13,418,,,,,,,,,,,0.084791504,,,,,0.14176875,1.0,1.0,5.01590642854972
ENST00000306434.8,426,ENSG00000168906.13,426,,,,,,,,,,,0.013332057,,,,,0.13204724,1.0,1.0,29.7134733222337
ENST00000306434.8,490,ENSG00000168906.13,490,,,,,,,,,,,0.080250725,,,,,0.067513764,1.0,1.0,2.52385622684405
ENST00000306434.8,505,ENSG00000168906.13,505,,,,,,,,,,,0.17385991,,,,,0.048558973,1.0,1.0,0.837898276836793
ENST00000306434.8,520,ENSG00000168906.13,520,,,,,,,,,,,0.12502779,,,,,0.07872169,1.0,1.0,1.88890061961424
ENST00000306434.8,555,ENSG00000168906.13,555,,,,,,,,,,,0.090058625,,,,,0.23454037,1.0,1.0,7.81292308204794
ENST00000306434.8,576,ENSG00000168906.13,576,,,,,,,,,,,0.00014917851,,,,,0.00028375388,1.0,1.0,5.7063288807483
ENST00000306434.8,608,ENSG00000168906.13,608,,,,,,,,,,,0.15178871,,,,,0.16608265,1.0,1.0,3.28250994425079
ENST00000306434.8,617,ENSG00000168906.13,617,,,,,,,,,,,0.33695465,,,,,0.374501,1.0,1.0,3.33428548916003
ENST00000306434.8,663,ENSG00000168906.13,663,,,,,,,,,,,0.17041677,,,,,0.29230443,1.0,1.0,5.14569833708267
ENST00000306434.8,903,ENSG00000168906.13,903,,,,,,,,,,,0.0891882,,,,,0.058182072,1.0,1.0,1.95705503642858
ENST00000306434.8,925,ENSG00000168906.13,925,,,,,,,,,,,0.20012116,,,,,0.7841815,1.0,1.0,11.7556009569402
ENST00000306562.8,1827,ENSG00000171161.13,1841,,,,,,,,,,,,,,,,0.92801714,1.0,1.0,
ENST00000306562.8,2130,ENSG00000171161.13,2144,,,,,,,,,,,,,,,,0.2198368,1.0,1.0,
ENST00000306562.8,2226,ENSG00000171161.13,2240,,,,,,,,,,,,,,,,,1.0,1.0,
ENST00000306562.8,2376,ENSG00000171161.13,2390,,,,,,,,,,,,,,,,0.096427456,1.0,1.0,
ENST00000306562.8,2418,ENSG00000171161.13,2432,,,,,,,,,,,,,,,,0.13830876,1.0,1.0,
ENST00000306562.8,2426,ENSG00000171161.13,2440,,,,,,,,,,,,,,,,0.43833223,1.0,1.0,
ENST00000306562.8,2642,ENSG00000171161.13,2656,,,,,,,,,,,0.15502363,,,,,0.5100462,1.0,1.0,9.87035718361129
ENST00000306562.8,2660,ENSG00000171161.13,2674,,,,,,,,,,,,,,,,0.08888394,1.0,1.0,
ENST00000306562.8,2836,ENSG00000171161.13,2850,,,,,,,0.39089647,,,,0.10737479,,,,,0.2922609,1.0,1.0,1.75964935244308
ENST00000306562.8,2860,ENSG00000171161.13,2874,,,,,,,0.5352506,,,,0.60668206,,,,,0.40625882,1.0,1.0,1.06729275962734
ENST00000306562.8,2875,ENSG00000171161.13,2889,,,,,,,,,,,,,,,,0.51839095,1.0,1.0,
ENST00000306562.8,2887,ENSG00000171161.13,2901,,,,,,,0.0071555255,,,,,,,,,0.09240989,1.0,1.0,38.7434395978324
ENST00000306562.8,2925,ENSG00000171161.13,2939,,,,,,,0.10413756,,,,0.105310366,,,,,0.23272076,1.0,1.0,3.33334539679328
ENST00000306602.3,1011,ENSG00000169245.6,1011,,,,,,,,,,,,,,,,0.059083916,1.0,1.0,
ENST00000306602.3,1125,ENSG00000169245.6,1125,,,,,,,,,,,,,,,,0.46779865,1.0,1.0,
ENST00000306602.3,853,ENSG00000169245.6,853,,,,,,,,,,,,,,,,0.013801086,1.0,1.0,
ENST00000306602.3,979,ENSG00000169245.6,979,,,,,,,,,,,,,,,,0.010489857,1.0,1.0,
ENST00000306917.5,6493,ENSG00000169018.6,6493,,,,,,,,,,,,,,,,0.04478104,1.0,1.0,
ENST00000306917.5,6499,ENSG00000169018.6,6499,,,,,,,,,,,,,,,,0.71364325,1.0,1.0,
ENST00000306917.5,6652,ENSG00000169018.6,6652,,,,,,,,,,,,,,,,0.047718607,1.0,1.0,
ENST00000306917.5,6725,ENSG00000169018.6,6725,,,,,,,,,,,,,,,,0.12772876,1.0,1.0,
ENST00000306917.5,6755,ENSG00000169018.6,6755,,,,,,,,,,,,,,,,0.010048211,1.0,1.0,
ENST00000306917.5,6809,ENSG00000169018.6,6809,,,,,,,,,,,,,,,,0.63522303,1.0,1.0,
ENST00000306917.5,6831,ENSG00000169018.6,6831,,,,,,,,,,,,,,,,0.21037403,1.0,1.0,
ENST00000306917.5,6875,ENSG00000169018.6,6875,,,,,,,,,,,,,,,,0.43016776,1.0,1.0,
ENST00000306917.5,6914,ENSG00000169018.6,6914,,,,,,,,,,,,,,,,0.003391719,1.0,1.0,
ENST00000306917.5,6918,ENSG00000169018.6,6918,,,,,,,,,,,,,,,,0.013284206,1.0,1.0,
ENST00000306917.5,6953,ENSG00000169018.6,6953,,,,,,,,,,,,,,,,0.020220196,1.0,1.0,
ENST00000306917.5,6965,ENSG00000169018.6,6965,,,,,,,,,,,,,,,,0.22039402,1.0,1.0,
ENST00000306917.5,6975,ENSG00000169018.6,6975,,,,,,,,,,,,,,,,0.02562536,1.0,1.0,
ENST00000306984.8,159,ENSG00000168303.9,159,,,,,,,,,,,,,,,,0.13908812,1.0,1.0,
ENST00000306984.8,382,ENSG00000168303.9,382,,,,,,,0.1312608,,,,,,,,,0.24894623,1.0,1.0,5.68973135924815
ENST00000306984.8,406,ENSG00000168303.9,406,,,,,,,0.10794234,,,,,,,,,0.14001618,1.0,1.0,3.89141591705349
ENST00000306984.8,513,ENSG00000168303.9,513,,,,,,,0.07605151,,,,,,,,,0.17632063,1.0,1.0,6.95531081499894
ENST00000306984.8,559,ENSG00000168303.9,559,,,,,,,0.039428152,,,,,,,,,0.052084338,1.0,1.0,3.96298091779701
ENST00000306984.8,594,ENSG00000168303.9,594,,,,,,,0.009583998,,,,,,,,,0.027428914,1.0,1.0,8.58584715898313
ENST00000306984.8,633,ENSG00000168303.9,633,,,,,,,0.3133612,,,,,,,,,0.39691398,1.0,1.0,3.79990228528611
ENST00000306984.8,642,ENSG00000168303.9,642,,,,,,,0.916838,,,,,,,,,0.99367225,1.0,1.0,3.25141055453635
ENST00000306984.8,647,ENSG00000168303.9,647,,,,,,,0.16192272,,,,,,,,,0.074211344,1.0,1.0,1.37494004547354
ENST00000306984.8,687,ENSG00000168303.9,687,,,,,,,0.39751312,,,,,,,,,0.8465473,1.0,1.0,6.38882535499708
ENST00000306984.8,770,ENSG00000168303.9,770,,,,,,,0.079427004,,,,,,,,,0.06486094,1.0,1.0,2.44983204956339
